freq,unit,sector,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_PPS,S1D,ED34_44,TR	3342.6 	3010.8 	3670.5 	4451.6 	6776.3 	7659.7 	8429.0 	7621.3 	6484.0 
A,MIO_PPS,S1D,ED34_44,UK	4696.5 	: 	4374.4 	4327.0 b	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35,AT	: 	: 	: 	131.0 	: 	291.3 	287.6 	243.0 	185.3 
A,MIO_PPS,S1D,ED35,BE	274.5 d	265.8 d	282.9 d	309.1 d	302.1 d	334.4 	327.2 	369.6 d	320.6 d
A,MIO_PPS,S1D,ED35,BG	58.9 	45.5 	48.9 	53.4 	53.2 	64.1 	57.2 	64.3 	73.9 
A,MIO_PPS,S1D,ED35,CH	: 	: 	1555.7 	1657.3 d	: d	: d	: d	: 	: d
A,MIO_PPS,S1D,ED35,CY	4.6 	4.8 	4.9 	3.9 	3.8 	3.8 	3.7 	3.7 	: 
A,MIO_PPS,S1D,ED35,CZ	255.2 	257.5 	262.9 	264.3 	264.6 	272.5 	288.5 	295.3 	: 
A,MIO_PPS,S1D,ED35,DE	6557.0 	6396.0 	6490.3 	6552.0 	6445.8 	6660.8 	6740.2 	6829.4 d	6533.3 d
A,MIO_PPS,S1D,ED35,DK	: 	: d	: 	: 	6.9 	4.6 	3.1 	7.5 	165.0 
A,MIO_PPS,S1D,ED35,EE	: 	: 	6.3 	7.9 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35,EL	168.9 	176.3 	183.9 	155.2 	145.4 	141.2 	140.9 	150.2 	: 
A,MIO_PPS,S1D,ED35,ES	390.6 d	309.3 d	316.4 d	316.6 d	316.7 d	321.4 d	467.7 d	481.5 d	484.9 d
A,MIO_PPS,S1D,ED35,FI	: 	: 	: 	36.5 d	66.5 d	69.4 d	62.1 d	55.1 d	50.3 d
A,MIO_PPS,S1D,ED35,FR	1848.1 	1885.9 	1908.0 	1921.8 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35,HR	: 	: 	: 	: 	60.0 d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35,HU	58.5 	76.2 	34.8 	42.9 	: 	: 	: 	148.8 	: 
A,MIO_PPS,S1D,ED35,IE	: d	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35,IS	5.4 	5.7 	6.1 	: 	: 	: 	8.7 	5.2 	5.3 
A,MIO_PPS,S1D,ED35,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35,LT	8.0 	8.4 	8.1 	13.7 	14.2 	13.2 	11.8 	12.8 	10.9 
A,MIO_PPS,S1D,ED35,LU	7.7 	4.6 	5.6 	5.2 	7.4 	3.6 	5.6 	6.2 	5.3 
A,MIO_PPS,S1D,ED35,LV	28.4 	18.1 	12.9 	16.0 	16.2 d	19.9 	22.0 	22.8 	22.4 
A,MIO_PPS,S1D,ED35,MT	7.8 	7.7 	8.6 	9.6 	3.2 	3.4 	4.2 	5.7 	5.1 
A,MIO_PPS,S1D,ED35,NL	2589.1 	2465.0 	2359.1 	2474.1 	2248.0 	2465.1 	2711.1 	2869.0 	2842.1 
A,MIO_PPS,S1D,ED35,NO	: d	: d	0.0 	: 	15.9 	17.3 	14.4 	16.1 	248.0 
A,MIO_PPS,S1D,ED35,PL	513.3 	468.9 	499.0 d	485.4 	476.9 	573.5 d	570.4 d	766.8 d	779.0 d
A,MIO_PPS,S1D,ED35,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35,RO	0.8 	1.7 	10.9 	9.3 	13.3 	12.3 	13.7 	17.5 	8.9 
A,MIO_PPS,S1D,ED35,RS	: 	: 	: 	: 	: 	41.9 d	: 	: 	: 
A,MIO_PPS,S1D,ED35,SE	0.0 	: z	: z	: 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35,SI	: d	32.2 	33.5 	34.0 	: 	: 	79.2 	82.3 	83.5 
A,MIO_PPS,S1D,ED35,SK	: 	: 	145.8 	159.0 	147.7 	133.2 	115.1 	106.2 	102.3 
A,MIO_PPS,S1D,ED35,TR	1532.7 	1604.8 	1904.8 	1682.5 	2426.7 	2313.9 	2249.2 	1947.2 	1653.0 
A,MIO_PPS,S1D,ED35,UK	851.9 	: 	1128.6 	770.9 b	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,AT	: 	: 	: 	165.7 	: 	340.8 	333.8 	261.5 	221.1 
A,MIO_PPS,S1D,ED35_45,BE	274.5 	265.8 	282.9 	309.1 	302.1 	334.4 	327.2 	369.6 	320.6 
A,MIO_PPS,S1D,ED35_45,BG	67.4 	66.1 	63.1 	66.5 	65.8 	72.3 	63.8 	70.5 	81.2 
A,MIO_PPS,S1D,ED35_45,CH	1541.9 	1509.3 	1555.7 	: 	: d	: d	: d	: 	: d
A,MIO_PPS,S1D,ED35_45,CY	4.6 	4.8 	4.9 	3.9 	3.8 	3.8 	3.7 	3.7 	: 
A,MIO_PPS,S1D,ED35_45,CZ	258.6 	261.6 	267.4 	269.0 	269.2 	278.0 	294.0 	301.0 	: 
A,MIO_PPS,S1D,ED35_45,DE	9958.4 	9748.8 	9638.5 	9762.5 	9687.4 	10264.6 	10351.4 	10300.8 d	9951.9 d
A,MIO_PPS,S1D,ED35_45,DK	: 	: d	: 	: 	6.9 	4.6 	3.1 	7.5 	165.0 
A,MIO_PPS,S1D,ED35_45,EE	: 	: 	12.5 	13.2 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,EL	191.0 	184.3 	187.3 	170.5 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,ES	390.6 	309.3 	316.4 	316.6 	316.7 	321.4 	467.7 	481.5 	484.9 
A,MIO_PPS,S1D,ED35_45,FI	: 	: 	: 	36.5 	66.5 	69.4 	62.1 	55.1 	50.3 
A,MIO_PPS,S1D,ED35_45,FR	1933.7 	1973.4 	2006.8 	2017.4 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,HR	: 	: 	: 	: 	60.0 d	: d	: d	: z	: d
A,MIO_PPS,S1D,ED35_45,HU	81.9 	113.6 	60.7 	79.5 	: 	: 	: 	210.3 	: 
A,MIO_PPS,S1D,ED35_45,IE	: d	4.8 	6.2 	6.0 	: d	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,IS	6.0 	6.3 	6.7 	: 	: 	: 	9.9 	6.4 	6.4 
A,MIO_PPS,S1D,ED35_45,IT	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35_45,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,LT	12.6 	14.7 	14.3 	26.8 	28.4 	27.0 	24.3 	22.9 	18.9 
A,MIO_PPS,S1D,ED35_45,LU	7.7 	4.6 	5.6 	5.2 	7.4 	3.6 	5.6 	6.2 	5.3 
A,MIO_PPS,S1D,ED35_45,LV	32.5 	20.8 	15.8 	19.9 	19.7 d	24.1 	26.6 	27.1 	26.0 
A,MIO_PPS,S1D,ED35_45,MT	7.8 	7.7 	8.6 	9.6 	3.2 	3.4 	4.2 	5.7 	5.1 
A,MIO_PPS,S1D,ED35_45,NL	2598.7 	2469.9 	2360.8 	2474.6 	2248.0 	2465.1 	2711.1 	2869.0 	2842.1 
A,MIO_PPS,S1D,ED35_45,NO	: d	: d	0.0 	: 	26.1 	30.2 	35.0 	39.6 	275.1 
A,MIO_PPS,S1D,ED35_45,PL	957.9 	720.9 	765.8 d	765.7 	682.7 	766.9 d	755.1 d	927.6 d	937.7 d
A,MIO_PPS,S1D,ED35_45,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED35_45,RO	12.2 	2.0 	13.1 	10.0 	14.2 	12.7 	14.2 	18.0 	10.2 
A,MIO_PPS,S1D,ED35_45,RS	: 	: 	: 	: 	: 	41.9 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,SE	0.0 	: z	: z	: 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED35_45,SI	24.7 	32.2 	33.5 	34.0 	: 	: 	79.2 	82.3 	83.5 
A,MIO_PPS,S1D,ED35_45,SK	: 	: 	158.0 	170.8 	156.8 	139.7 	121.9 	113.0 	108.9 
A,MIO_PPS,S1D,ED35_45,TR	1532.7 	1604.8 	1904.8 	1682.5 	2426.7 	2313.9 	2249.2 	1947.2 	1653.0 
A,MIO_PPS,S1D,ED35_45,UK	851.9 	: 	1128.6 	770.9 b	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,AT	: 	: 	: 	268.3 	: 	514.6 	508.3 	436.1 	354.3 
A,MIO_PPS,S1D,ED3_4,BE	478.6 	461.3 	480.4 	528.4 	523.8 	579.4 	578.2 	627.0 	585.3 
A,MIO_PPS,S1D,ED3_4,BG	143.9 	138.4 	148.2 	156.8 	154.6 	163.2 	152.9 	161.6 	185.2 
A,MIO_PPS,S1D,ED3_4,CH	: 	1509.3 	: 	1841.8 	1746.1 	1547.5 d	1684.5 d	: 	1691.8 d
A,MIO_PPS,S1D,ED3_4,CY	107.7 	98.9 	100.1 	103.9 	105.6 	108.4 	113.4 	116.2 	: 
A,MIO_PPS,S1D,ED3_4,CZ	339.5 	344.6 	352.8 	355.3 	354.5 	363.1 	384.3 	392.3 	: 
A,MIO_PPS,S1D,ED3_4,DE	10924.8 	10711.1 	10646.7 	10883.9 	10876.5 	11394.5 	11422.7 	11283.1 d	10864.1 d
A,MIO_PPS,S1D,ED3_4,DK	10.0 	10.8 	: 	: 	22.2 	22.8 	23.5 	28.2 	501.2 
A,MIO_PPS,S1D,ED3_4,EE	: 	: 	19.8 	19.9 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,ES	1633.0 	1833.4 	1894.4 	1910.1 	1912.6 	1911.1 	2415.7 	2489.3 	2427.2 
A,MIO_PPS,S1D,ED3_4,FI	: 	: 	: 	39.6 	139.3 	141.7 	134.7 	127.8 	122.6 
A,MIO_PPS,S1D,ED3_4,FR	3614.9 	3732.3 	3764.0 	3837.6 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,HR	: 	: 	: 	: 	60.0 d	65.7 	68.7 	71.6 	: 
A,MIO_PPS,S1D,ED3_4,HU	213.5 	306.7 	183.8 	232.0 	: 	: 	: 	551.6 	: 
A,MIO_PPS,S1D,ED3_4,IE	110.1 	108.8 	109.1 	124.5 	396.2 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,IS	14.0 	14.4 	15.0 	: 	: 	: 	28.6 	17.3 	16.6 
A,MIO_PPS,S1D,ED3_4,IT	5051.7 	4928.3 	5481.2 	5383.1 	4041.3 	2187.0 	2234.1 	2036.5 	1500.6 
A,MIO_PPS,S1D,ED3_4,LT	28.5 	31.4 	31.4 	44.7 	45.5 	44.0 	41.6 	40.7 	36.2 
A,MIO_PPS,S1D,ED3_4,LU	15.7 	15.2 	14.6 	14.5 	17.7 	12.5 	16.5 	19.1 	17.6 
A,MIO_PPS,S1D,ED3_4,LV	61.9 	38.7 	28.9 	40.3 	39.7 d	52.9 	57.0 	60.4 	61.8 
A,MIO_PPS,S1D,ED3_4,MT	39.2 	42.7 	44.4 	41.0 	26.4 	30.0 	30.6 	33.6 	35.3 
A,MIO_PPS,S1D,ED3_4,NL	2819.2 	2695.4 	2598.8 	2718.0 	2492.5 	2746.2 	3016.1 	3185.3 	3133.7 
A,MIO_PPS,S1D,ED3_4,NO	0.0 	0.0 d	0.0 	: 	44.1 	49.6 	50.9 	55.0 	291.2 
A,MIO_PPS,S1D,ED3_4,PL	1470.6 	1198.4 	1238.0 d	1214.7 	1113.4 	1269.1 d	1252.4 d	1600.1 d	1594.7 d
A,MIO_PPS,S1D,ED3_4,PT	812.3 d	616.0 	569.8 	585.8 	584.9 	600.7 	677.7 	684.7 	698.2 
A,MIO_PPS,S1D,ED3_4,RO	23.5 	4.0 	25.5 	17.8 	26.8 	26.2 	25.8 	30.8 	18.2 
A,MIO_PPS,S1D,ED3_4,RS	: 	: 	: 	: 	: 	41.9 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,SE	0.0 	: z	: z	: 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED3_4,SI	58.4 	59.2 	59.6 	59.2 	: 	: 	132.1 	135.5 	125.3 
A,MIO_PPS,S1D,ED3_4,SK	: 	: 	246.8 	261.2 	239.4 	212.6 	184.9 	175.6 	170.5 
A,MIO_PPS,S1D,ED3_4,TR	4875.3 	4615.6 	5575.3 	6134.1 	9203.0 	9973.6 	10678.2 	9568.5 	8137.1 
A,MIO_PPS,S1D,ED3_4,UK	5548.4 	: 	5503.1 	5097.9 b	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED4,AT	: 	: 	: 	34.6 	: 	49.5 	46.1 	50.8 	35.7 
A,MIO_PPS,S1D,ED4,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED4,BG	8.5 	20.6 	14.2 	13.1 	12.6 	8.2 	6.6 	6.2 	7.3 
A,MIO_PPS,S1D,ED4,CH	: 	: 	: d	: d	: d	: d	: d	: 	: d
A,MIO_PPS,S1D,ED4,CY	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z	: z	: 
A,MIO_PPS,S1D,ED4,CZ	13.9 	15.1 	16.0 	16.4 	16.0 	15.5 	14.9 	15.3 	: 
A,MIO_PPS,S1D,ED4,DE	3489.3 	3442.5 	3224.5 	3319.0 	3356.2 	3701.4 	3696.2 	3523.3 	3490.6 
A,MIO_PPS,S1D,ED4,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED4,EE	: 	: 	6.2 	5.4 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED4,ES	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED4,FI	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED4,FR	98.4 	110.1 	111.7 	108.4 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED4,HR	: z	: z	: z	: 	: z	: d	: z	: z	: 
A,MIO_PPS,S1D,ED4,HU	23.4 	37.4 	26.0 	36.6 	: 	: 	: 	61.5 	: 
A,MIO_PPS,S1D,ED4,IE	4.9 	4.8 	6.2 	6.0 	237.4 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED4,IS	0.5 	0.5 	0.6 	: 	: 	: 	1.1 	1.2 	1.2 
A,MIO_PPS,S1D,ED4,IT	0.5 	0.0 	0.3 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED4,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED4,LT	4.7 	6.3 	6.3 	13.0 	14.3 	13.8 	12.6 	10.0 	8.0 
A,MIO_PPS,S1D,ED4,LU	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,S1D,ED4,LV	4.1 	2.8 	2.8 	3.9 	3.6 d	4.2 	4.6 	4.3 	3.7 
A,MIO_PPS,S1D,ED4,MT	0.1 	0.1 	0.3 	0.1 	0.1 	0.7 	0.5 	0.3 	0.2 
A,MIO_PPS,S1D,ED4,NL	9.6 	4.8 	1.7 	0.6 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,S1D,ED4,NO	: d	: d	0.0 	: 	10.2 	12.9 	20.6 	23.5 	27.1 
A,MIO_PPS,S1D,ED4,PL	444.5 	252.0 	266.8 	280.3 	205.9 	193.3 d	184.8 d	160.8 d	173.4 d
A,MIO_PPS,S1D,ED4,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED4,RO	11.4 	0.4 	2.2 	0.7 	1.0 	0.4 	0.5 	0.5 	1.4 
A,MIO_PPS,S1D,ED4,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,S1D,ED4,SE	0.0 	: z	: z	: 	27.7 	6.5 	11.4 	11.5 	14.5 
A,MIO_PPS,S1D,ED4,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED4,SK	: 	: 	12.2 	11.8 	9.0 	6.5 	6.8 	6.8 	6.6 
A,MIO_PPS,S1D,ED4,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED4,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED44,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED44,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,CH	: 	: 	: d	: 	: d	: d	: d	: 	: d
A,MIO_PPS,S1D,ED44,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED44,CZ	10.5 	11.0 	11.6 	11.8 	11.5 	10.1 	9.4 	9.7 	: 
A,MIO_PPS,S1D,ED44,DE	87.9 	89.7 	76.3 	108.4 	114.6 	97.6 	85.0 	51.9 	71.9 
A,MIO_PPS,S1D,ED44,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED44,ES	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,FR	12.7 	22.6 	13.0 	12.8 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED44,HR	: z	: z	: z	: 	: z	: d	: z	: z	: z
A,MIO_PPS,S1D,ED44,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,IS	: z	: dz	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED44,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,MT	0.1 	0.1 	0.3 	0.1 	0.1 	0.7 	0.5 	0.3 	0.2 
A,MIO_PPS,S1D,ED44,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,S1D,ED44,SE	0.0 	: z	: z	: 	5.4 	5.2 	11.3 	11.3 	14.3 
A,MIO_PPS,S1D,ED44,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED44,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED45,AT	: 	: 	: 	34.6 	: 	49.5 	46.1 	18.4 	35.7 
A,MIO_PPS,S1D,ED45,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED45,BG	8.5 	20.6 	14.2 	13.1 	12.6 	8.2 	6.6 	6.2 	7.3 
A,MIO_PPS,S1D,ED45,CH	: 	: 	: d	: d	: d	: d	: d	: 	: d
A,MIO_PPS,S1D,ED45,CY	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z	: z	: 
A,MIO_PPS,S1D,ED45,CZ	3.4 	4.1 	4.5 	4.6 	4.5 	5.4 	5.5 	5.6 	: 
A,MIO_PPS,S1D,ED45,DE	3401.4 	3352.8 	3148.2 	3210.6 	3241.6 	3603.8 	3611.2 	3471.4 	3418.7 
A,MIO_PPS,S1D,ED45,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED45,EE	: 	: 	6.2 	5.4 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED45,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED45,FI	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED45,FR	85.6 	87.5 	98.7 	95.6 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED45,HR	: z	: z	: z	: 	: z	: d	: z	: z	: z
A,MIO_PPS,S1D,ED45,HU	23.4 	37.4 	26.0 	36.6 	: 	: 	: 	61.5 	: 
A,MIO_PPS,S1D,ED45,IE	4.9 	4.8 	6.2 	6.0 	237.4 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED45,IS	0.5 	0.5 	0.6 	: 	: 	: 	1.1 	1.2 	1.2 
A,MIO_PPS,S1D,ED45,IT	0.5 	0.0 	0.3 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED45,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED45,LT	4.7 	6.3 	6.3 	13.0 	14.3 	13.8 	12.6 	10.0 	8.0 
A,MIO_PPS,S1D,ED45,LU	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,S1D,ED45,LV	4.1 	2.8 	2.8 	3.9 	3.6 d	4.2 	4.6 	4.3 	3.7 
A,MIO_PPS,S1D,ED45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,S1D,ED45,NL	9.6 	4.8 	1.7 	0.6 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,S1D,ED45,NO	: d	: d	0.0 	: 	10.2 	12.9 	20.6 	23.5 	27.1 
A,MIO_PPS,S1D,ED45,PL	444.5 	252.0 	266.8 	280.3 	205.9 	193.3 d	184.8 d	160.8 d	173.4 d
A,MIO_PPS,S1D,ED45,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED45,RO	11.4 	0.4 	2.2 	0.7 	1.0 	0.4 	0.5 	0.5 	1.4 
A,MIO_PPS,S1D,ED45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,S1D,ED45,SE	0.0 	: z	: z	: 	22.4 	1.3 	0.1 	0.2 	0.2 
A,MIO_PPS,S1D,ED45,SI	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED45,SK	: 	: 	12.2 	11.8 	9.0 	6.5 	6.8 	6.8 	6.6 
A,MIO_PPS,S1D,ED45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED45,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED5,AT	: 	: 	: 	44.5 	: 	90.5 	90.5 	63.7 	56.8 
A,MIO_PPS,S1D,ED5,BE	7.0 	7.7 	8.4 	8.7 	16.1 	17.1 	16.5 	16.5 	17.4 
A,MIO_PPS,S1D,ED5,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED5,CH	: 	: 	: d	: 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED5,CY	13.6 	11.4 	10.1 	11.1 	10.0 	8.6 	8.1 	8.5 	: 
A,MIO_PPS,S1D,ED5,CZ	1.3 	1.2 	1.5 	1.2 	1.1 	1.1 	1.2 	1.2 	: 
A,MIO_PPS,S1D,ED5,DE	1.0 	0.7 	0.7 	0.6 	0.5 	0.6 	0.6 	26.8 	26.2 
A,MIO_PPS,S1D,ED5,DK	: d	: d	: d	: 	41.1 	41.9 	53.2 	62.7 	193.5 
A,MIO_PPS,S1D,ED5,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED5,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,S1D,ED5,ES	717.9 	356.4 	382.2 	412.8 	425.6 	474.5 	684.6 	732.7 	784.1 
A,MIO_PPS,S1D,ED5,FI	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED5,FR	1220.9 	1373.0 	1435.7 	1469.4 	: 	: 	: 	: 	: 
A,MIO_PPS,S1D,ED5,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED5,HU	29.0 	40.6 	15.9 	16.2 	: 	: 	: 	11.9 	: 
A,MIO_PPS,S1D,ED5,IE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED5,IS	0.2 	0.2 	0.2 	: 	: 	: 	1.0 	1.1 	1.0 
A,MIO_PPS,S1D,ED5,IT	0.0 	0.8 	1.4 	2.5 	3.4 	5.0 	4.9 	4.2 	3.8 
A,MIO_PPS,S1D,ED5,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,S1D,ED5,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED5,LU	0.1 	: 	0.0 	0.3 	2.4 	0.3 	0.2 	0.3 	0.3 
A,MIO_PPS,S1D,ED5,LV	55.0 	34.9 	26.1 	30.5 	28.5 	19.7 	22.1 	24.2 	26.6 
A,MIO_PPS,S1D,ED5,MT	2.5 	2.5 	2.2 	2.5 	1.8 	4.4 	5.3 	6.5 	6.5 
A,MIO_PPS,S1D,ED5,NL	8.6 	12.6 	9.7 	7.7 	8.6 	10.6 	17.1 	25.3 	32.5 
A,MIO_PPS,S1D,ED5,NO	: d	: d	0.0 	: 	11.6 	15.8 	17.3 	18.4 	18.6 
A,MIO_PPS,S1D,ED5,PL	1.6 	: 	1.0 	0.1 	0.1 	0.1 d	0.1 d	0.1 d	0.3 d
A,MIO_PPS,S1D,ED5,PT	: z	: z	: z	: d	21.8 	16.9 	17.2 	16.9 	15.6 
A,MIO_PPS,S1D,ED5,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,S1D,ED5,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,S1D,ED5,SE	0.0 	: z	: z	: 	37.7 	4.7 	3.8 	3.9 	3.7 
A,MIO_PPS,S1D,ED5,SI	7.0 	3.4 	2.8 	2.6 	: 	: 	14.1 	12.9 	19.4 
A,MIO_PPS,S1D,ED5,SK	: 	: 	2.6 	3.1 	2.3 	: 	2.5 	2.3 	2.2 
A,MIO_PPS,S1D,ED5,TR	: d	: d	: d	: 	: d	: d	: d	: d	: d
A,MIO_PPS,S1D,ED5,UK	728.4 	: 	487.1 	843.6 b	: 	: 	: 	: 	: 
