freq,unit,sector,expend,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,FI	48.5 	48.2 	48.4 	48.1 	44.1 	39.0 	43.6 	46.7 	45.7 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,FR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,HR	: z	: z	: z	: z	0.0 d	: d	: d	: z	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,HU	18.8 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,IS	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,LU	1.3 	1.5 	1.6 	1.6 	: d	: d	2.1 	1.6 	1.6 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,NO	: d	: d	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,SE	36.6 	31.0 	34.0 	35.8 	25.7 	26.8 	30.7 	34.4 	38.6 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,SI	: d	: z	: z	: z	: z	: z	: z	: z	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,SK	: 	5.4 	5.9 	6.3 	6.6 	6.4 	6.1 	6.3 	6.7 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED35_45,UK	1196.6 	1471.7 	1658.0 	1739.0 b	2360.8 	2019.9 	1830.4 	2105.5 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,AT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,BE	0.0 	532.1 	: 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,CH	: 	: 	: 	: 	: d	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,CZ	25.2 	22.9 	24.3 	25.1 	25.5 	26.7 	29.7 	32.7 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,DE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,DK	10.4 	5.9 	5.9 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,EE	0.0 	: z	: z	: z	: z	0.8 	0.9 	2.0 	1.4 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,FI	55.1 	54.7 	55.2 	54.9 	50.2 	44.7 	49.4 	52.6 	51.5 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,FR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,HR	: z	: z	: z	: z	0.0 d	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,HU	30.3 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,IS	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,IT	: d	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,LU	1.6 	1.8 	1.8 	1.8 	: d	: d	2.2 	1.7 	1.7 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,MT	1.2 	1.4 	1.3 	1.5 	1.7 	1.6 	1.7 	2.0 	1.8 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,NO	: d	: d	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,PT	: 	0.0 	0.0 	0.0 	: 	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,SE	62.0 	52.2 	57.1 	59.9 	59.3 	61.7 	78.7 	82.2 	90.3 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,SI	: d	: d	: d	: d	: d	: d	: d	: d	0.6 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,SK	: 	9.4 	10.1 	10.8 	11.3 	10.1 	10.3 	10.5 	11.4 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED3_4,UK	2525.0 	3108.3 	3342.1 	3137.5 b	4105.0 	4098.9 	4668.8 	5275.9 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,AT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,BE	: d	: d	: 	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,CH	: 	: 	: d	: 	: d	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,CZ	0.1 	0.1 	0.1 	0.1 	0.1 	0.3 	0.3 	0.3 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,DE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,FI	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,FR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,HU	6.1 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,IS	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,IT	: d	: 	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,LU	0.0 	: z	: z	: z	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,NO	: d	: d	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,SE	1.5 	1.8 	2.0 	2.4 	2.5 	2.5 	2.8 	2.9 	3.8 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,SK	: 	0.4 	0.4 	0.4 	0.3 	0.4 	0.4 	0.4 	0.4 
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,CUR_RET,ED45,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,BE	: d	: d	: d	: d	: d	: d	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,BG	: z	: z	: z	: z	: z	: z	: z	: z	: d
A,MIO_PPS,PRIV_DEP,RD,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,CZ	0.0 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,DK	: z	: z	: z	: 	: z	: z	0.0 	0.0 	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,ES	: d	: d	: dz	: dz	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,HR	: z	: z	: z	: z	: z	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED25,HU	0.0 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED25,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,IT	: z	0.0 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED25,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,RS	: 	: 	: z	: z	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED25,SE	: 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED25,UK	19.5 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,AT	: d	: d	: z	: z	: d	: z	: z	: d	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,BE	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,CH	: z	: 	: z	: z	: z	0.0 	: z	: 	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,CZ	0.0 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,DK	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,ES	: 	: d	: d	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35,FI	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d
A,MIO_PPS,PRIV_DEP,RD,ED35,FR	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,HR	: z	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35,HU	0.0 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,IS	: 	: d	: 	: 	: 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35,IT	: 	: 	: 	: d	: d	: d	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,LU	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,PL	: 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED35,SE	0.0 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,SI	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35,UK	111.2 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,AT	: d	: d	: z	: z	: d	: z	: z	: d	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,BE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,CH	: z	: 	: z	: z	: z	0.0 	: z	: 	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,CZ	0.0 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,DK	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,EE	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,ES	: d	: d	: d	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35_45,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,FR	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,HR	: z	: z	: z	: z	0.0 d	: d	: d	: z	: d
A,MIO_PPS,PRIV_DEP,RD,ED35_45,HU	0.0 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35_45,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,IS	: 	: d	: 	: 	: 	0.0 	0.0 	0.0 d	0.0 d
A,MIO_PPS,PRIV_DEP,RD,ED35_45,IT	: 	: 	: 	: d	: d	: d	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,LU	0.0 	: z	: z	: z	0.0 	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,PL	: 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED35_45,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED35_45,SE	0.0 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,SI	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED35_45,UK	111.2 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,AT	: d	: d	: z	: z	: d	: z	: z	: d	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,BE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,CH	: 	: 	: z	: z	: z	0.0 	: z	: 	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,CY	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,CZ	0.0 	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,DK	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,EE	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,ES	: d	: d	: d	0.0 	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED3_4,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,FR	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,HR	: z	: z	: z	: z	0.0 d	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,HU	0.0 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_PPS,PRIV_DEP,RD,ED3_4,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,IS	: 	: d	: 	: 	: 	0.0 	0.0 	0.0 d	0.0 d
A,MIO_PPS,PRIV_DEP,RD,ED3_4,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,LI	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,LU	0.0 	: z	: z	: z	0.0 	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_PPS,PRIV_DEP,RD,ED3_4,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,NO	: z	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,PL	: 	: 	: z	: z	: z	: z	: z	: z	: z
A,MIO_PPS,PRIV_DEP,RD,ED3_4,PT	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
